메뉴명,요리종류,중량,열량,탄수화물,단백질,지방,나트륨,해쉬태그,재료정보
나박김치,반찬,,39.6,9.7,2.4,0.3,196,,"배추잎 50g, 무30g, 당근 10g, 실파 5g, 수삼 10g, 마늘 3g, 생강 5g, 고춧가루 2.5g, 미나리 10g, 홍고추 2g, 물 70g, 소금 0.5g"
냉잡채,반찬,,129,21.8,0.9,4.1,272,,"당면 20g, 표고버섯 5g, 양배추 5g, 오이 5g, 당근 3g, 깻잎 5g, 상추 5g, 청피망 3g, 홍피망 3g, 팽이버섯 3g, 노랑파프리카 3g, 간장 2g, 들기름 3g [소스소개] 잡채양념:배 10g, 간장 2g, 소금 0.1g, 겨자 1g, 식초 2g, 설탕 1g, 올리브오일 1g"
단호박 두부찜,반찬,,37.9,5.2,2,1.6,220,,"단호박 14g, 두부 14g,마늘 1.4g, 풋고추 10.5g [소스소개] 저나트륨조림소스:간장 2.4g, 청주 1.1g, 다시물 12.3g, 맛술 0.4g, 설탕 0.4g, 소금 0.1g, 식용유 0.7"
단호박전,반찬,,310.4,46.1,6.7,10.7,77,,"단호박 50g, 밀가루 50g, 소금 0.2g, 식용유 10g, 물 10g"
도라지 검은깨 튀김,후식,,134.6,23.9,2.4,4,163,,"도라지 25g, 검은깨 1.25g, 찹쌀가루 8.75g, 튀김가루 10g, 식용유 3g[소스소개] 저나트륨 간장소스:간장 1g, 식초 2g, 설탕 2g, 물 3g, 고추냉이 0.5g"
발사믹으로 양념한 채소요리,반찬,,300.6,5.6,2.5,30.2,76,콜리플라워,"브로컬리 20g, 컬리플라워 20g, 돼지호박 10g, 당근 10g, 양파 10g, 가지 10g [소스소개] 저나트륨 발사믹소스:올리브오일 30g, 포도식초 5g, 오레가노마른것 0.5g, 타임마른것 0.5g, 로즈마리마다진것 0.5g, 저나트륨소금 0.2g"
버섯 굴소스 볶음,반찬,,38.1,3.4,1.6,2.7,32,,"표고버섯 5g, 양송이버섯 10g, 느타리버섯 10g, 팽이버섯 5g, 새송이버섯 10g, 식용유 2g [소스소개]굴소스:굴소스 0.3g, 간장 0.3g, 마늘다진것 1g, 물 5g, 참기름 0.6g, 부추 또는 실파 10g"
비트와 호두 요리,후식,,267.7,38.8,3.2,10.2,71,,"비트 80g, 사워크림 15g, 식용유 1g, 파슬리 다진것 약간[소스소개]비트양념:식초 15g, 설탕 7g, 후추 0.1g, 식용유 1g 호두캐러멜:호두 12g, 황설탕 24g, 물 15g, 게피 0.5g, 넛맥 0.5g"
상추 겉절이,반찬,,19.4,3.9,1.1,0.5,108,,"상추 15g, 간장 2g, 물 2g, 매실농축액 5g, 고춧가루 1g, 통깨 0.4g, 식초 0.4g, 영양부추 10g, 양파 5g, 홍고추 3g"
연근고구마샌드위치,일품,,420.7,53.6,10.5,18.2,22.6,,"연근(200g), 고구마(200g), 견과류(30g),
튀김가루(100g), 백년초가루(30g),
달걀(1개), 식용유(500g), 소금(5g),
식초(10g)"
파프리카깍두기(어린이용),반찬,,122.6,24.3,5.5,0.4,19.1,,"무(80g), 파프리카(20g), 사과(5g),
현미(5g), 실파(0.5g), 멸치(5g), 마늘(3g),
멸치액젓(5g), 올리고당(2g), 천일염(5g)"
과일 김치,반찬,,98.3,20.8,2.3,0.6,14.6,,"사과(30g), 배(10g), 복숭아(15g),
토마토(25g), 치커리(3g), 고춧가루(2g),
마늘(3g), 깨(2g), 참기름(2g), 소금(0.5g)"
오이 짱아지 무침,반찬,,96.5,17.3,4,1.2,8.9,,"오이(1/2개), 고춧가루(10g), 매실액(15g),
양파(10g), 파(5g), 마늘(5g), 참기름(5g)"
비트 배추피클,반찬,,48.4,10.1,1.5,0.2,9.3,비트,"비트(10g), 배추(20g), 무(50g), 사과(50g),
당근(10g), 식초(25g), 설탕(10g),
월계수잎(2장), 통후추(2g), 물(100g)"
오징어와사비마요무침,반찬,,347.6,16.2,19.6,22.7,10.7,,"진미채(10g), 유자청(3g), 마요네즈(15g),
와사비(3g), 레몬즙(2g), 깨(1g)"
삼색 버터롤,후식,,446.8,68.3,14,13.1,9.9,,"홍시(25g), 호두(25g), 곶감(25g),
대추(25g), 블루베리(25g), 크랜베리(25g),
강력분(275g), 꿀(20g), 버터(40g),
달걀(1/2개), 이스트(11g), 소금(5g),
탈지분유(8g), 제빵개량제(2.5g), 물(140g)"
고구마빵&과일잼,후식,,198.4,35.9,5.1,3.8,23.1,,"고구마(75g), 제철과일(25g), 달걀(1/2개),
우유(7g), 크랜베리(7g), 아몬드(5g),
호두(5g), 올리고당(3g), 레몬즙(7g),
올리브오일(3g)"
감말랭이 찰빵,후식,,598.5,121.8,12.5,5.8,30.3,,"감말랭이(10g), 쌀가루(7g), 보릿가루(7g),
밀가루(6g), 고구마(13g), 냉동딸기(13g),
흑임자(4g), 소금(0.5g), 식용유(100g)"
바나나 속 달걀빵,후식,,496.2,73.8,8.4,18.6,20.9,,"달걀(2개), 바나나(30g), 밀가루(20g),
우유(5g), 베이킹파우더(0.3g),
버터(0.5g), 소금(0.1g), 물(8g)"
두부빼빼로,후식,,411,53,14.3,15.7,8.5,,"두부(25g), 포도(10g), 호두(1g),
검은깨(1g), 식빵(7.5g), 밀가루(5g),
계피가루(1g), 소금(0.1g), 꿀(2g),
식용유(5g), 물(8g)"
땅콩호박 타르트,후식,,337,35.5,7.2,18.5,10.9,땅콩호박,"땅콩호박(1/2개), 아몬드가루(13g),
버터(15g), 박력분(35g), 요거트(10g),
달걀(1/2개), 사과(1/2개), 전분(5g),
소금(0.5g), 호두(5g)"
고구마 바나나 무스,후식,,211.2,35,11.5,2.8,24.7,,"고구마(50g), 바나나(17g), 달걀(1개),
크림치즈(10g), 우유(20g), 생크림(25g),
딸기잼(15g), 젤라틴(8g), 바닐라빈(1g),
올리고당(2g)"
단호박치즈스틱,후식,,526.8,80.1,14.7,16.4,9.2,춘권피,"단호박(200g), 새우살(120g),
삼색파프리카(80g), 양파(40g),
옥수수(20g), 모짜렐라치즈(20g),
춘권피(10장), 생크림(15g), 식용유(40g)"
크랜베리 샤브레 쿠키,후식,,367.2,45.8,3.8,18.7,18.7,크랜베리,"크랜베리(8g), 슈가파우더(10g),
박력분(30g), 아몬드가루(10g),
백년초가루(2g), 우유(3g), 버터(25g)"
생과일 타르트,후식,,459.8,55.4,6.4,23.6,18.6,체리,"박력분(50g), 버터(27g), 달걀(1/4개),
아몬드가루(9g), 꿀(2g), 생크림(37g),
블랙초콜릿(83g), 키위(10g),
블루베리(10g), 체리(10g)"
당 떨어진 마들렌,후식,,661.8,73.8,8.9,36.8,44,,"대추고(5g), 대추(2알), 당근퓨레(5g),
녹차가루(5g), 팥앙금(5g), 박력분(150g),
꿀(15g), 버터(150g), 달걀(2개),
베이킹파우더(3g), 소금(0.8g)"
삼색 머핀,후식,,651.3,82.6,9.5,31.4,36.5,,"당근(10g), 시금치(10g), 사과(10g),
호두(5g), 크랜베리(5g), 박력분(150g),
꿀(15g), 버터(90g), 달걀(2개), 소금(1.5g),
베이킹소다(0.6g), 베이킹파우더(2.4g),
물(50g)"
수삼 냉채,반찬,,38.4,9.6,1.4,0.2,202,,"수삼 10g, 배 20g, 오이 20g, 샐러리 20g >[소스소개] 저나트륨내채소스:대추 1g, 유자청 10g, 소금 0.5g, 식초 2g, 꿀 2g"
아시아식 채소 두부 볶음,반찬,,375.4,20.4,13.6,17.5,187,그린빈,"해선장 2g, 간장 1.3g, 녹말 5g, 참기름 2.5g, 식용유 5g, 마늘다진것 2.5g, 두부1.2cm 90g, 그린빈 10g, 청경채 20g, 영콘 15g, 밤 20g, 땅콩다진것 10g, 물 20g"
양배추 깻잎 피클,반찬,,14.1,3.7,0.3,0,337,,"양배추 16g, 깻잎 6g, 설탕 2g, 청고추 1g, 홍고추 1g [소스소개]피클소스:물 35g, 식초 2g. 소금 1g, 통후추 0.5g"
얼갈이 무침,반찬,,71.7,6.8,4.7,4.1,181,얼갈이배추,"얼갈이 배추 60g, 홍고추 0.6g [소스소개저나트륨 무침양념:두부 30g, 된장 3.5g, 마늘 1.5g, 깨 2g, 참기름 1g, 사과 20g, 홍고추 5g,물 15g"
오이 초절임,반찬,,196.4,19.7,1.1,13.7,374,,"오이 15g, 소금 1g, 통마늘 1g, 생강 2g, 홍고추말린것 1g[소스소개] 오이초절임소스:양조식초 15g, 설탕 15g, 고추장 1g, 물 15g, 고추기름 15g"
잡채,반찬,,197.7,29.7,6.3,6.3,255,등심,"당면 20g, 등심얇게썬것 20g, 당근 5g, 표고버섯마른것 10g, 느타리버섯 10g, 양파 10g, 호부추 5g, 도라지 10g, 달걀 5g, 간장 2g, 설탕 5g, 마늘 1g, 대파 10g, 후춧가루 0.1g, 깨소금 1g, 참기름 2g, 식용유 1g [소스소개] 저나트륨간장소스:간장 1g, 물 2g, 설탕 1g, 식초 1g"
참기름 드레싱의 즉석 샐러드,반찬,,77.7,6.3,1.4,5.5,110,방울토마토,"상추 10g, 오이 10g, 당근 5g, 비타민 5g, 방울토마토 10g, 쑥갓 2g, 견과류 : 아몬드,호두 2g [소스소개] 참기름드래싱:간장2g, 마늘 2g, 레몬즙 2g, 식초 15g, 참기름 4g, 고운고춧가루 1g, 통깨 0.5g, 설탕 2.5g"
고추 장떡,반찬,,250.4,41.3,6.9,5.8,111,,"청고추 10g, 깻잎 10g, 애호박 20g, 홍고추 5g, 밀가루 50g, 고추자 3g, 식용유 5g"
호박 프리타타,반찬,,240.4,10.5,21.7,14.1,225,,"달걀 110g, 돼지호박 50g, 실파 20g, 마늘다진것 1g, 후춧가루 0.1g, 모짜렐라치즈 30g, 파마산치즈 7g, 캔 토마토 20g, 타임 2g, 바질 2g, 로즈마리 2g, 오레가노 다진것 2g, 식용유 5g"
고구마 빠스,반찬,,253.9,39,1.2,11.1,9,,"고구마 60g, 설탕 20g, 물 2g, 검은깨 2g, 식용유 10g"
검은콩 스프,일품,,220.1,15.9,15.5,12.5,117,,"콩 30g, 닭육수 70g, 토마토 30g, 큐민파우더 1g, 파슬리말린것 1g, 카엔패퍼 2g, 사워크림 2g, 두유 70g, 식용유 4g, 양파다진것 7g, 샐러리 3g, 마늘 1g"
곤약 콩조림,반찬,,96.4,10.7,7.5,3.6,210,,
도토리묵 콩국,국&찌개,,61.3,7.4,3.9,2.2,258,,"곤약 10g, 서리태 20g, 마늘 2g, 마늘쫑 5g, 파프리카 5g[소스소개] 저나트륨 조림소스:간장 3.4g, 설탕 2.2g, 물 20g, 청주 1.5g, 소금 0.1g"
두부 달걀전,반찬,,179.7,4.5,13,12.5,164,,"두부 60g, 카레가루 0.4g, 후춧가루 0.1g, 밀가루 1.6g, 식용유 4g, 청고추 0.5g, 홍고추 0.5g [소스소개]저나트륨초간장소스:간장 1g, 식초 1.5g, 설탕 0.3g, 통깨 0.1g"
두부선과 저나트륨 겨자 간장소스,반찬,,123.5,5.7,12.3,6.6,211,,"두부 80g, 표고버섯마른것 10g, 쇠고기 20g, 애호박 20g [소스소개] 쇠고기양념:설탕 1.4g, 참기름 1g<br />저나트륨겨자간장소스 :간장 2g, 물 2g, 식초 2g, 설탕 0.5g, 연겨자 0.5g"
두부 튀김 조림,반찬,,221.7,14.3,7,16.2,140,,"두부 70g, 녹말가루 10g, 식용유 10g, 청피망 5g, 홍피망 5g, 노랑파프리카 5g, 간장 2g, 물엿 5g, 고추장 1g, 참기름 2g, 통깨 0.5g"
바나나 스틱,후식,,395.7,71.9,6.4,9.2,35.3,,"바나나(100g), 중력분(85g),
옥수수가루(35g), 아몬드가루(20g),
베이킹파우더(3g), 버터(30g), 소금(1g),
달걀(1개), 크랜베리(30g), 땅콩(30g),
흑임자(30g)"
달코미 고구마 타르트,후식,,359.9,64.6,7.2,8.1,30.8,,"딸기(150g), 고구마(180g), 요거트(85g),
만두피(35g), 우유(3g), 식용유(700g)"
콩가루 고구마 타르트,후식,,303,49,4.3,10,22.3,,"콩가루(15g), 고구마(175g), 박력분(65g),
버터(80g), 우유(25g), 달걀(1/2개),
생크림(30g), 꿀(15g), 소금(1g)"
코마레티,후식,,679.1,41,21.8,47.6,18.8,코코넛슬라이스,"아몬드슬라이스(50g),
코코넛슬라이스(50g), 설탕(15g),
달걀(1개)"
수(Sugaer)다(Down) 고구마 케이크,후식,,227.9,44.2,4.8,3.5,29.9,,"밤고구마(65g), 요거트(18g), 키위(7g),
파인애플(7g), 카스테라(2g),
블루베리(5g)"
단구마 무스 샌드 케이크,후식,,512.3,82.8,12.2,14.7,40.6,,"고구마(30g), 단호박(30g), 생크림(60g),
달걀(2개), 박력분(30g), 우유(15g),
설탕(10g), 버터(3g), 레몬즙(1g),
크랜베리(15g)"
당근&그릭요거트 케이크,후식,,22.8,39.3,6.1,4.6,23.7,그릭요거트,"당근퓨레(5g), 박력분(150g), 달걀(3개),
버터(37g), 꿀(5g), 소금(2g), 설탕(180g),
베이킹파우더(1.5g), 바닐라향(1g),
그릭요거트(150g), 제철과일(10g)"
완두콩 롤,후식,,310.8,64.8,8.1,2.1,4.3,,"완두콩(50g), 식빵(50g), 찹쌀가루(20g),
우유(25g), 올리고당(2g)"
단호박두부팬케이크,후식,,339.5,53.3,11.2,9,6.4,,"단호박(25g), 두부(10g), 밀가루(75g),
타가토스(10g), 우유(15g), 식용유(3g)"
약밥 닮은 호떡,후식,,401.4,60.1,7.9,14.4,12.4,호떡반죽,"호떡반죽(200g), 밤(30g), 고구마(30g),
곶감(50g), 호두(10g), 호박씨(10g),
잣(5g), 대추(1알), 계피가루(8g),
식용유(15g), 물(80g)"
두부티라미수,후식,,693,92.3,7.5,32.6,34.4,,"두부(80g), 고구마(120g),
마스카포네치즈(12g), 크랜베리(2g),
두유(5g), 호두(15g), 아몬드(8g),
박력분(2g), 아몬드가루(3g), 버터(2g)"
두부있슈,후식,,416.5,27.7,18.3,25.8,1.7,연두부,"연두부(60g), 요거트(100g), 중력분(22g),
버터(22g), 달걀(1개), 소금(0.2g),
딸기(60g), 호두(20g), 물(27g)"
바나나 생강 크림이 들어간 미숫가루 쿠키슈,후식,,319.1,32.6,6.8,17.9,10.4,코코넛밀크,"바나나(2개), 생강가루(2g),
휘핑크림(100g), 코코넛밀크(25g),
미숫가루(10g), 박력분(45g), 버터(35g),
코코넛설탕(12g), 달걀(1개), 소금(0.5g),
물(40g)"
단호박몽블랑,후식,,424.7,73.8,14.1,8.1,32.6,,"단호박(150g), 아몬드가루(45g),
박력분(15g), 스테비아(2g), 달걀(2.5개),
올리고당(40g), 가루녹차(1.5g),
생크림(210g), 판젤라틴(2g),
마스카르포네치즈(35g), 설탕(15g)"
렌틸콩 크레이프,후식,,595.3,81.7,19.7,21.1,17.3,,"렌틸콩(레드, 20g), 중력분(15g),
달걀(1/2개), 우유(50g), 생크림(30g),
설탕(3g), 버터(2g), 크림치즈(10g),
귤(60g), 키위(60g), 블루베리(20g)"
콩 판나코타,후식,,300.1,39,23.3,2.6,4.7,,"렌틸콩(레드, 20g), 완두콩(30g),
생크림(40g), 설탕(8g), 판젤라틴(2g)"
고구마치즈크로켓,후식,,450,57.9,18,16.3,29.7,모짜렐라치즈,"호박고구마(200g), 새우살(80g),
삼색파프리카(80g), 양파(40g),
모짜렐라치즈(40g), 밀가루(20g),
달걀(1개), 빵가루(20g), 생크림(15g),
버터(10g), 꿀(5g), 식용유(40g)"
빵 대신 어묵 사라다,후식,,369.1,30.9,11.9,22,11.1,,"어묵(150g), 양파(100g), 당근(10g),
양배추(20g), 푸룬(15g), 아몬드(10g),
요거트(30g), 마요네즈(35g), 달걀(1/2개),
빵가루(50g), 밀가루(50g), 식용유(8g),
물(180g)"
청국장 시래기전,반찬,,118.4,14.7,7,4,49,,"대두 10g, 시레기 60g, 청고추 2g, 홍고추 2g, 새우살 13g, 밀가루 6g, 도토리가루 2g, 달걀 6.5g, 식용유 1g"
카레소스를 얹은 두부 스테이크,반찬,,199.4,27.8,10.1,7.5,481,,"두부 67g, 애호박 17g, 양송이 33g, 가지 17g, 파프리카 17g, 사과 50g, 감자 33g, 카레가루 10g, 식용유 2g, 녹말가루 5g, 물 5g"
녹차 파나코타,후식,,310.3,43.7,4.9,13.9,62,,"녹차가루 6g, 판젤라틴 5.3g, 설탕 32g, 물 15g, 생크림 30g, 우유 55.7g, 바닐라에센스 0.1g, 통조림단팥장식용,민트장식용"
자색고구마찹쌀푸딩,후식,,165.2,29.2,4.1,3.6,13.1,,"자색고구마(40g), 우유(120g),
찹쌀가루(4g), 소금(0.1g)"
꽃설기,후식,,374,81.9,7,2,3,,"멥쌀가루(112g), 대추(5알),
백년초가루(3.5g), 단호박가루(3.5g),
시금치가루(3.5g), 설탕(3g), 백앙금(25g),
우유(2g), 호박씨(3g)"
크랜베리 소보로 떡,후식,,302.7,63.1,5.3,3.2,9,크랜베리,"쌀가루(25g), 찹쌀가루(13g),
크랜베리(8g), 건포도(8g), 견과류(8g)"
오미자 샹그리아,후식,,93.5,21.4,1,0.5,13.8,,"오미자(30g), 사과(80g), 오렌지(100g),
딸기(80g), 포도(80g), 배(80g)"
톡톡! 오미자 펀치,후식,,156.2,37.9,0.8,0.1,26.1,,"말린오미자(5g), 배(50g), 꿀(5g), 잣(3알),
생수(150g), 각얼음(3개)"
사과비트에이드,후식,,30.4,6.7,0.7,0.1,5.2,비트,"사과(60g), 비트(2g), 레몬즙(0.5g),
탄산수(100g)"
밤 라떼,후식,,337.2,40.5,13.9,13.3,14.1,,"밤(200g), 우유(180g), 두유(20g),
아몬드(3g)"
자두 라떼,후식,,210,30.3,6.2,7.1,18.5,,"자두(200g), 우유(250g), 꿀(10g), 물(15g)"
와인배숙,후식,,107.5,25.4,0.9,0.3,16.4,레드와인,"배(1/2개), 사과(1/2개), 레드와인(200g),
계피(5g), 통후추(6알)"
유자애(愛) 빠지다,후식,,153.2,34.2,3.4,0.3,15.2,,"유자(200g), 밤(25g), 대추(15g), 배(50g),
석류(20g), 꿀(10g), 소금(0.5g), 물(300g)"
쌀콩죽 요거트,후식,,166.5,22.9,9.3,4.2,8.7,,"우유(65g), 배(60g), 고구마(35g),
요거트(3g), 쌀가루(5g), 메주콩(5g)"
상큼하자두,후식,,40.4,9,0.7,0.1,4.9,,"자두(100g), 오렌지(170g), 탄산수(100g),
민트잎(5g), 얼음(145g)"
비트두유,후식,,139.6,10.2,7.4,7.7,7,비트,"비트(15g), 무첨가두유(200g),
타가토스(5g)"
렌틸콩 두유,후식,,87.5,16.4,5.3,0.1,14.8,,"렌틸콩(레드, 70g), 우유(150g),
레몬(1/2개), 딸기(130g), 꿀(15g),
판젤라틴(1.5g), 설탕(3g)"
군고구마 라떼,후식,,247.2,39,6.9,7.1,21,,"고구마(100g), 우유(200g), 고구마칩(5g)"
바지락 미역국,국&찌개,285,53.5,4.1,8.01,0.56,802.28,바지락,"바지락 10g, 미역 5g, 저염간장 5g, 마늘 5g, 참기름 2g, 홍고추 2g, 무 10g, 건새우 10g, 대파 5g, 함초가루 3g"
단호박견과류샐러드,기타,70,100.79,15.96,2.91,2.81,14.11,단호박,"단호박 25g, 고구마 25g, 아몬드 5g, 호두 5g, 건 블루베리 5g, 당근 10g, 우유 15g, 올리고당 5g"
함박스테이크&토마토카레소스,반찬,95,84.01,9.69,6.2,2.27,106.88,,"소고기(다짐육) 50g, 양송이버섯 5g, 양파 40g, 빵가루 25g, 다진 마늘 5g, 카레가루 15g, 토마토 25g, 당근 15g, 감자 15g, 계란노른자 5g"
모둠야채 수제피클,반찬,60,92.45,22.68,0.2,0.1,0.48,,"오이 20g, 파프리카 20g, 적양배추 20g, 설탕 15g, 식초 15g, 피클링스파이스 5g, 물 15g"
바지락 맑은국,국&찌개,247,46.89,7.76,3.93,0.02,359.39,바지락,"바지락 30g, 팽이버섯 10g, 홍고추 3g, 쑥갓 1g, 청양고추 3g, 무 8g, 대파 5g, 다시마 5g"
일본식 계란말이,반찬,85,138.34,8.67,9.95,7.1,141.1,계란,"계란 150g, 가츠오부시 10g, 다시마 10g, 설탕 5g, 미림 5g"
"소고기 가라아게, 칠리소스",반찬,107,200.49,15.41,14.66,8.91,286.23,소고기,"소고기 70g, 대파 20g, 토마토 20g, 마늘 10g, 계란노른자 25g, 밀가루 20g, 고춧가루 15g, 식초 50g, 설탕 15g, 전분 10g"
"삼치튀김, 타르타르소스",반찬,65,139.65,2.05,11.12,13,155.03,삼치,"삼치 50g, 튀김가루 30g, 계란 60g, 마요네즈 15g, 홍고추 2g, 청양고추 2g, 후추 3g, 양파 5g, 레몬즙 20g, 식용유 5g, 물 20g"
두부해물완자,반찬,76,116.15,11.17,6.19,5.19,209.76,두부,"두부 50g, 오징어 14g, 칵테일 새우 14g, 감자전분 15g, 부침가루 10g, 계란 20g, 꿀 5g, 새우가루 5g, 마늘 2g, 파 2g, 양파 10g, 저염간장 5g"
톳나물 두부무침,반찬,50,42.18,0.9,3.57,2.7,39.9,,"톳나물 15g, 두부 40g, 천일염 0.1g, 참깨 0.1g, 참기름 0.1g, 마늘 0.1g"
퀴노아 팥수프,기타,280,432.26,28,6.36,32.76,319.2,퀴노아,"퀴노아 3g, 팥 10g, 무가당 휘핑크림 25g, 무염 버터 10g, 우유 15g, 닭뼈 20g, 밀가루 10g, 양파 10g, 세발나물 10g, 설탕 3g"
참치 두부 함박스테이크,반찬,120,240.26,25.92,8.89,11.29,149.4,,"캔참치 20g, 두부 20g, 양파 25g, 토마토 15g, 청피망 20g, 당근 10g, 밀가루 7g, 케찹 15g, 표고버섯가루 1g, 후추 0.5g"
김치양배추볶음,반찬,47,34.24,2.75,0.89,2.19,159.33,,"배추김치 18g, 양배추 15g, 양파 10g, 대파 1g, 간장 0.2g, 보리새우 0.1g, 마늘 0.5g, 흑임자 0.1g, 들기름 2g"
"돈수육, 해물냉채",일품,74,131.87,3.03,11.62,8.14,215.71,삼겹살,"돼지고기(삼겹살) 100g, 오징어 15g, 새우 15g, 주꾸미 25g, 적파프리카 5g, 황파프리카 5g, 주황파프리카 5g, 양파 5g, 당근 5g, 오이 5g, 대파 10g, 마늘 10g, 생강 10g, 맛술 5g, 식초 5g, 설탕 5g, 겨자가루 5g, 된장 15g, 통후추 15g"
"알록달록화전, 멸치두부전",반찬,65,147.88,24.31,4.67,3.55,86.13,,"찹쌀가루 15g, 알비트 5g, 시금치 5g, 두부 10g, 잔멸치 5g, 식용꽃 10g, 쑥갓 10g, 부침가루 10g, 꿀 20g"
단호박떡볶이,반찬,47,79.6,16.2,1.7,0.9,72.8,,"떡볶이떡 26g, 단호박 14.5 g, 브로콜리 1.6g, 우유 4ml, 생크림 2.6g, 검정깨 0.01g"
배·라임 모히또,후식,,102.7,24.7,0.8,0.1,16.2,,"배(1개), 라임(1개), 탄산수(500g),
애플민트(5g), 스테비아(5g)"
포도청 보리 수단,후식,,88.3,21.1,0.5,0.2,11.1,,"포도(150g), 보리(10g), 전분(30g),
녹차(티백, 1개), 설탕(10g)"
감자주스,후식,,171.9,20.5,7.6,6.6,8.4,,"감자(400g), 우유(200g), 설탕(10g)"
만가닥버섯볶음,반찬,43,25.34,3.31,1.61,0.63,122.77,만가닥버섯,"만가닥버섯 25g, 게살(크래미) 10g, 적파프리카 10g, 황파프리카 10g, 청피망 10g, 후추 3g, 소금 1g, 간장 1g"
양파홍초절임,반찬,80,56.87,12.64,0.55,0.46,30.64,,"양파 80g, 홍초 15g, 간장 0.1g, 설탕 1.5g, 홍고추 1g, 청양고추 1g"
고구마순나물,반찬,35,50.18,2.13,1.59,0.72,94.33,고구마순,"고구마순 25g, 양파 10g, 된장 10g, 두부 5g, 마늘 10g, 흑임자 5g, 설탕 5g, 식초 5g, 참기름 5g"
저염 겉절이,반찬,13.11,13.11,0.25,0.73,0.72,215.66,,"배추 50g, 쪽파 10g, 생강 5g, 마늘 5g, 고춧가루 10g, 양파 5g, 참깨 3g, 설탕 10g, 젓갈 5g"
아욱 된장무침,반찬,23,11.26,1.16,0.9,0.34,142.6,아욱,"아욱 200g, 된장 15g, 마늘 10g, 저염간장 5g, 참기름 2g, 참깨 1g, 소금 2g"
검은콩부추전,반찬,35,62.3,9.2,2.8,1.6,65.9,,"검정콩(서리태) 2.7g, 밀가루 5.3g, 부침가루 5.3g, 홍고추 0.25g, 풋고추 0.25g, 당근 1.2g, 부추 5.9g, 깐양파 3.7g, 애호박 5.3g, 달걀 1.0g, 콩기름 2.0g, 국간장 0.4g"
고사리파전&단감전,반찬,206,423.3,73.2,9.5,10.3,59.2,,"고사리 30g, 쪽파 7g, 홍고추 6g, 계란 20g(0.3개), 밀가루 20g, 단감 13g, 물 30ml, 찹쌀가루 15g, 감자전분 50g, 대추 0.1g"
바지락매생이전,반찬,46,83.6,9.1,2.1,4.3,386.1,,"매생이 30g, 바지락살 10g, 부침가루 5g, 튀김가루 5g, 홍고추 1g, 대두유 12g"
